opportunity_id,opportunity_type,cmm_code,source_cpses,material_codes,trigger_metric,trigger_value,threshold,reason,evidence_reference
7d0539e6-5e59-53e4-a335-a2b332da39a3,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-1E073D-001,BHEL;Coal India;HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,BHEL-500030;BHEL-500109;CIL-400014;CIL-400023;CIL-400100;HPCL-120019;HPCL-120113;IOCL-110113;NMDC-410030;NTPC-200017;NTPC-200029;NTPC-200099;ONGC-100028;ONGC-100129;SAIL-300034;SAIL-300113,total_annual_consumption,107272,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
ff30a2a8-d57e-5d5f-839f-eb5f6a7cae20,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-22FF74-001,Coal India;HPCL;NMDC;NTPC;ONGC;SAIL,CIL-400098;HPCL-120110;NMDC-410104;NTPC-200097;ONGC-100105;SAIL-300111,total_annual_consumption,58237,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
9196ff94-c72a-57bb-b3a0-894ed11b962d,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-2B591E-001,BHEL;Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,BHEL-500084;CIL-400124;HPCL-120084;HPCL-120086;IOCL-110078;IOCL-110080;NMDC-410087;ONGC-100081;ONGC-100082;SAIL-300088,total_annual_consumption,69124,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
78d5ca00-3eaa-526d-9dc6-da25ea107074,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-3688F6-001,BHEL;Coal India;HPCL;NMDC;ONGC;SAIL,BHEL-500014;CIL-400011;HPCL-120014;HPCL-120174;NMDC-410015;ONGC-100016;ONGC-100183;SAIL-300020,total_annual_consumption,79443,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
afa241ff-d077-53e3-ab47-db93d43b71ec,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-746A35-001,HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,HPCL-120008;IOCL-110012;IOCL-110158;NMDC-410011;NTPC-200011;ONGC-100012;SAIL-300014;SAIL-300177,total_annual_consumption,79152,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
35b130ac-99e3-50f9-8724-93944fcea884,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-7A3205-001,BHEL;Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,BHEL-500087;BHEL-500096;BHEL-500100;CIL-400075;CIL-400087;CIL-400091;HPCL-120090;IOCL-110084;IOCL-110095;NMDC-410091;NMDC-410099;ONGC-100085;ONGC-100096;ONGC-100100;SAIL-300105,total_annual_consumption,113393,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
a778383d-4c61-5aa1-aeb1-88fd4e857a84,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-C7F4D5-001,BHEL;HPCL;IOCL;NMDC;NTPC,BHEL-500105;HPCL-120109;IOCL-110143;IOCL-110169;NMDC-410185;NTPC-200096;NTPC-200149,total_annual_consumption,76716,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
aa0a125e-c3d9-547b-a03c-beff1455e0b2,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-F3707C-001,Coal India;HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,CIL-400076;HPCL-120091;IOCL-110161;NMDC-410092;NTPC-200084;ONGC-100086;ONGC-100187;SAIL-300091,total_annual_consumption,57031,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
d159d8b2-9299-5bc0-8e0e-7510fb29be60,HIGH_VOLUME_CONCENTRATION,CMM-INSTRU-FECC9D-001,BHEL;HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,BHEL-500053;HPCL-120057;IOCL-110114;NMDC-410055;NTPC-200120;ONGC-100051;ONGC-100128;ONGC-100134;SAIL-300062,total_annual_consumption,92785,>= P95 (54512.6),Item ranks in the top 5% annual consumption volume for family INSTRUMENTATION (NOS).,P95_PERCENTILE_LINEAR_INSTRUMENTATION_NOS
0a0207aa-3f5c-59c7-bfa8-fb08d90ccf3b,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-3BAF8F-001,BHEL;Coal India;NMDC;NTPC;ONGC;SAIL,BHEL-500055;CIL-400048;NMDC-410057;NTPC-200051;ONGC-100053;SAIL-300063,total_annual_consumption,51694,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
d2742d39-e882-5e92-a8c2-8238b0d86a0a,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-9F93F7-001,BHEL;Coal India;NMDC;NTPC;ONGC,BHEL-500038;CIL-400032;NMDC-410038;NTPC-200036;ONGC-100036,total_annual_consumption,37691,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
87319a38-2549-5e06-b268-b0d4bc87090d,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-A8BD86-001,Coal India;HPCL;NMDC;NTPC;ONGC;SAIL,CIL-400005;HPCL-120003;NMDC-410004;NTPC-200005;ONGC-100007;SAIL-300007,total_annual_consumption,51099,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
d98d6e27-7760-5b81-b86d-a8941317290e,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-AE5889-001,BHEL;Coal India;IOCL;NMDC;ONGC;SAIL,BHEL-500045;CIL-400037;IOCL-110048;NMDC-410046;ONGC-100041;SAIL-300049,total_annual_consumption,54614,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
5d7cc09b-b178-5ded-9858-94c5ed8e5508,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-BBD3DF-001,Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,CIL-400009;HPCL-120010;IOCL-110014;NMDC-410012;ONGC-100014;SAIL-300017,total_annual_consumption,57996,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
1e17181a-1f4a-5900-ae44-c7da37931641,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-D67C66-001,Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,CIL-400085;HPCL-120097;IOCL-110092;NTPC-200090;ONGC-100095;SAIL-300101,total_annual_consumption,49096,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
5d9a2b5d-cdab-527d-bf5c-621bfd2d76b6,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-E0FB6D-001,BHEL;HPCL;NMDC;NTPC;ONGC,BHEL-500013;HPCL-120011;NMDC-410013;NTPC-200013;ONGC-100015,total_annual_consumption,37195,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
77c14c78-dd0a-598d-b78b-9499f8b11e67,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-EB17F7-001,BHEL;HPCL;NTPC;ONGC;SAIL,BHEL-500056;HPCL-120058;NTPC-200052;ONGC-100056;SAIL-300066,total_annual_consumption,48812,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
73fd6adb-008f-5f0a-8d2d-a9dd41ee541e,HIGH_VOLUME_CONCENTRATION,CMM-PIPEF-F76C77-001,Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,CIL-400024;HPCL-120035;IOCL-110033;NMDC-410031;ONGC-100029;SAIL-300035,total_annual_consumption,61459,>= P95 (36991.6),Item ranks in the top 5% annual consumption volume for family PIPE/FITTING (MTR).,P95_PERCENTILE_LINEAR_PIPE/FITTING_MTR
6b06afad-8b72-51b0-9e8c-349fe68a0d09,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-13DAB4-001,BHEL;HPCL;NTPC;ONGC;SAIL,BHEL-500095;HPCL-120096;NTPC-200089;ONGC-100094;SAIL-300100,total_annual_consumption,43135,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
da29b449-21eb-5cf1-9bdd-ece1b037064f,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-173478-001,IOCL;NMDC;NTPC;SAIL,IOCL-110162;NMDC-410177;NTPC-200148;SAIL-300155,total_annual_consumption,46358,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
ae2e2ae9-d135-5ba5-ab47-c2eab50dbf75,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-257C0D-001,Coal India;HPCL;NTPC;SAIL,CIL-400020;HPCL-120032;NTPC-200028;SAIL-300031,total_annual_consumption,37169,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
de5103fd-5d90-55fb-b19f-4cccf816b50d,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-7D55C9-001,IOCL;NMDC;NTPC;ONGC;SAIL,IOCL-110055;NMDC-410054;NTPC-200049;ONGC-100049;SAIL-300059,total_annual_consumption,43205,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
a6b68bb3-fd35-5ca7-ba2c-adc60aa5c078,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-8BAE9F-001,BHEL;Coal India;HPCL;IOCL;NMDC;NTPC,BHEL-500058;CIL-400054;HPCL-120062;IOCL-110060;NMDC-410061;NTPC-200055,total_annual_consumption,41226,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
f698a062-92d8-56be-8b2f-eb48941114db,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-986768-001,Coal India;IOCL;NMDC;NTPC;ONGC;SAIL,CIL-400004;IOCL-110004;NMDC-410003;NTPC-200002;ONGC-100003;SAIL-300004,total_annual_consumption,46070,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
2fef9a9d-7427-5d2d-8635-493615053e18,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-BA45D5-001,Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,CIL-400084;HPCL-120095;IOCL-110091;NTPC-200088;ONGC-100093;SAIL-300099,total_annual_consumption,42316,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
98c9b4cb-7b96-5062-b006-02a63da0a401,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-ED0D84-001,BHEL;Coal India;HPCL;ONGC;SAIL,BHEL-500062;CIL-400059;HPCL-120066;ONGC-100062;SAIL-300071,total_annual_consumption,48472,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
47f33850-2747-5823-9a65-abb986b66236,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-EFB17A-001,Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,CIL-400002;HPCL-120001;IOCL-110001;NTPC-200001;ONGC-100002;SAIL-300002,total_annual_consumption,37021,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
3b91790c-eef6-5d26-95d9-3f8885348b18,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-FC6AAF-001,BHEL;Coal India;IOCL;NMDC;ONGC;SAIL,BHEL-500090;CIL-400081;IOCL-110087;NMDC-410093;ONGC-100089;SAIL-300096,total_annual_consumption,40710,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
a7678c03-e556-5979-bd07-d11f1f9f3d75,HIGH_VOLUME_CONCENTRATION,CMM-PUMP-FEF7B9-001,BHEL;Coal India;NMDC;NTPC,BHEL-500091;CIL-400082;NMDC-410095;NTPC-200125,total_annual_consumption,45226,>= P95 (36899.8),Item ranks in the top 5% annual consumption volume for family PUMP (SET).,P95_PERCENTILE_LINEAR_PUMP_SET
4fedb725-263b-56ff-a840-fd8f7df0d957,HIGH_VOLUME_CONCENTRATION,CMM-SEALG-66D3AC-001,BHEL;HPCL;IOCL;NTPC;ONGC;SAIL,BHEL-500032;HPCL-120036;IOCL-110036;NTPC-200030;ONGC-100032;SAIL-300037,total_annual_consumption,57497,>= P95 (54767.7),Item ranks in the top 5% annual consumption volume for family SEAL/GASKET (KG).,P95_PERCENTILE_LINEAR_SEAL/GASKET_KG
119ac787-007e-5a75-ba02-b19829642f2a,HIGH_VOLUME_CONCENTRATION,CMM-SEALG-AB281C-001,Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,CIL-400068;HPCL-120080;IOCL-110073;NTPC-200074;ONGC-100075;SAIL-300083,total_annual_consumption,58123,>= P95 (51328.0),Item ranks in the top 5% annual consumption volume for family SEAL/GASKET (NOS).,P95_PERCENTILE_LINEAR_SEAL/GASKET_NOS
4e275f92-a15d-5f80-aae3-8d676907d0f0,HIGH_VOLUME_CONCENTRATION,CMM-SEALG-C5D451-001,BHEL;Coal India;HPCL;IOCL;NMDC;SAIL,BHEL-500051;CIL-400045;HPCL-120056;IOCL-110054;NMDC-410052;SAIL-300057,total_annual_consumption,54653,>= P95 (51328.0),Item ranks in the top 5% annual consumption volume for family SEAL/GASKET (NOS).,P95_PERCENTILE_LINEAR_SEAL/GASKET_NOS
94b374f6-60d1-5e6c-b46f-42d8900e76fd,HIGH_VOLUME_CONCENTRATION,CMM-SEALG-DB0B11-001,BHEL;Coal India;IOCL;NMDC;ONGC;SAIL,BHEL-500110;CIL-400104;IOCL-110102;NMDC-410107;ONGC-100111;SAIL-300116,total_annual_consumption,68766,>= P95 (51328.0),Item ranks in the top 5% annual consumption volume for family SEAL/GASKET (NOS).,P95_PERCENTILE_LINEAR_SEAL/GASKET_NOS
735d11b8-318a-5ccf-a04a-5eac404059bf,HIGH_VOLUME_CONCENTRATION,CMM-VALVE-0728B9-001,BHEL;HPCL;IOCL;NMDC;NTPC,BHEL-500085;HPCL-120085;IOCL-110079;NMDC-410088;NTPC-200081,total_annual_consumption,40322,>= P95 (35527.2),Item ranks in the top 5% annual consumption volume for family VALVE (NOS).,P95_PERCENTILE_LINEAR_VALVE_NOS
9928daa7-029d-58b8-ba3e-7ad9ad40f7e2,HIGH_VOLUME_CONCENTRATION,CMM-VALVE-11F993-001,BHEL;Coal India;HPCL;IOCL;NTPC;ONGC,BHEL-500015;CIL-400012;HPCL-120016;IOCL-110019;NTPC-200015;ONGC-100017,total_annual_consumption,58563,>= P95 (35527.2),Item ranks in the top 5% annual consumption volume for family VALVE (NOS).,P95_PERCENTILE_LINEAR_VALVE_NOS
44ad2d8f-ce8c-5ca0-ab3f-5f58e45b4151,HIGH_VOLUME_CONCENTRATION,CMM-VALVE-24B4BF-001,Coal India;IOCL;NTPC;ONGC;SAIL,CIL-400008;IOCL-110009;NTPC-200010;ONGC-100010;SAIL-300011,total_annual_consumption,37298,>= P95 (35527.2),Item ranks in the top 5% annual consumption volume for family VALVE (NOS).,P95_PERCENTILE_LINEAR_VALVE_NOS
30e794cb-1e28-506d-8b92-762eea3067ad,HIGH_VOLUME_CONCENTRATION,CMM-VALVE-3C3B28-001,BHEL;IOCL;NMDC,BHEL-500071;IOCL-110066;NMDC-410073,total_annual_consumption,35543,>= P95 (35527.2),Item ranks in the top 5% annual consumption volume for family VALVE (NOS).,P95_PERCENTILE_LINEAR_VALVE_NOS
