source_material_code,source_cpse,candidate_material_code,candidate_cpse,source_canonical_key,candidate_canonical_key,canonical_key_exact,description_similarity,embedding_similarity,attribute_agreement,evaluated_attribute_count,blocking_strategies,conflict_present,conflict_details,engineering_conflict_class,engineering_incompatibility,penalty_applied,final_match_score,confidence_level,evidence_summary,material_family_similarity,material_type_similarity,material_subtype_similarity,material_similarity,material_grade_similarity,nominal_size_similarity,size_similarity,length_similarity,width_similarity,height_similarity,diameter_similarity,thickness_similarity,pressure_class_similarity,schedule_similarity,rating_similarity,standard_similarity,coating_similarity,connection_type_similarity,end_type_similarity,construction_similarity,orientation_similarity,candidate_id,candidate_rank
IOCL-177934,IOCL,CPCL-323725,CPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000011,11
IOCL-177934,IOCL,ONGC-257296,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6209|ISO_15,False,0.9853,0.9984,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6209',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000012,12
IOCL-177934,IOCL,HPCL-467357,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6204|ISO_15,False,0.9853,0.9985,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6204',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000013,13
IOCL-177934,IOCL,HPCL-804431,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000014,14
IOCL-177934,IOCL,ONGC-917666,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6209|ISO_15,False,0.9853,0.9984,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6209',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000015,15
IOCL-177934,IOCL,CPCL-223411,CPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000016,16
IOCL-177934,IOCL,ONGC-354824,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000017,17
IOCL-177934,IOCL,CPCL-335370,CPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6204|ISO_15,False,0.9853,0.9985,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6204',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000018,18
IOCL-177934,IOCL,ONGC-806926,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000019,19
IOCL-177934,IOCL,HPCL-467430,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000020,20
IOCL-177934,IOCL,ONGC-189481,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6209|ISO_15,False,0.9853,0.9984,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6209',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000021,21
IOCL-177934,IOCL,ONGC-548462,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6209|ISO_15,False,0.9853,0.9984,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6209',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000022,22
IOCL-177934,IOCL,CPCL-973760,CPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000023,23
IOCL-177934,IOCL,ONGC-757723,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6209|ISO_15,False,0.9853,0.9984,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6209',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000024,24
IOCL-177934,IOCL,ONGC-673510,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000025,25
IOCL-177934,IOCL,HPCL-986199,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000026,26
IOCL-177934,IOCL,HPCL-919769,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6209|ISO_15,False,0.9853,0.9984,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6209',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000027,27
IOCL-177934,IOCL,HPCL-293575,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000028,28
IOCL-177934,IOCL,IOCL-501828,IOCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,False,0.9853,0.9983,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6207',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000029,29
IOCL-177934,IOCL,IOCL-779497,IOCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6208|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6209|ISO_15,False,0.9853,0.9984,0.9583,6,FAMILY_TOKEN|MATERIAL_GRADE|STANDARD|TYPE,True,,HARD_INCOMPATIBLE,True,0.5,0.1815,LOW,Embedding sim: 1.00 | Description sim: 0.99 | Attribute agreement: 0.96 (6 attrs) | Status: HARD_INCOMPATIBLE | Penalty: -0.50 | Notes: Incompatible bearing number: '6208' vs '6209',1.0,1.0,,1.0,1.0,,0.75,,,,,,,,,1.0,,,,,,CAN-000030,30
IOCL-501828,IOCL,CPCL-323725,CPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000031,1
IOCL-501828,IOCL,HPCL-804431,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000032,2
IOCL-501828,IOCL,CPCL-223411,CPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000033,3
IOCL-501828,IOCL,ONGC-354824,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000034,4
IOCL-501828,IOCL,ONGC-806926,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000035,5
IOCL-501828,IOCL,HPCL-467430,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000036,6
IOCL-501828,IOCL,CPCL-973760,CPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000037,7
IOCL-501828,IOCL,ONGC-673510,ONGC,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000038,8
IOCL-501828,IOCL,HPCL-986199,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000039,9
IOCL-501828,IOCL,HPCL-293575,HPCL,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|6207|ISO_15,True,1.0,1.0,1.0,6,FAMILY_TOKEN|MATERIAL_GRADE|SIZE|STANDARD|TYPE,False,,NO_CONFLICT,False,0.0,1.0,HIGH,Exact canonical material key match | Embedding sim: 1.00 | Description sim: 1.00 | Attribute agreement: 1.00 (6 attrs) | Status: NO_CONFLICT,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,CAN-000040,10
